317620,290,2
339109,118,0
350189,86,1
361123,785,1
373495,123,2
381985,397,1
471147,353,1
481699,748,1
492372,137,1
499412,401,2
676108,138,0
678396,397,1
684293,628,2
690204,365,0
740662,721,0
749595,127,0
767523,768,0
767526,587,2
770523,73,1
779030,133,0
839722,96,0
871524,371,0
871905,362,0
875997,106,1
875993,402,1
879712,32,1
879557,145,2
879403,255,2
879230,373,0
880300,91,0
888856,406,0
892100,680,1
894156,662,1
896106,657,0
898076,636,1
900048,650,0
905167,690,1
905467,713,1
904328,127,1
906013,123,0
907130,367,2
907975,726,0
906620,87,1
909081,138,1
909079,715,2
911093,0,2
911089,112,2
911095,221,0
911098,337,0
913254,603,0
913244,463,0
912663,21,0
914847,11,0
914848,153,1
914856,297,1
913267,768,1
917480,642,1
917722,641,1
919359,387,2
919684,381,2
920058,371,1
921746,666,1
921993,672,2
924860,375,2
925133,376,0
925137,570,0
925140,731,2
926181,6,2
926183,191,1
926197,375,2
926541,380,0
926838,378,0
927231,371,0
928248,716,2
928233,498,0
930022,128,1
930214,287,1
929784,15,2
930464,407,1
931224,691,1
932406,116,1
933170,113,1
933366,412,1
934459,636,2
936135,122,0
936901,353,2
936498,117,2
936714,248,2
938297,725,2
939093,182,2
940606,658,0
939445,386,0
942311,412,0
942641,103,1
941506,123,1
944590,670,1
947383,372,2
948963,130,0
950911,656,0
952950,111,0
954865,390,0
956859,687,0
956074,113,0
956401,106,0
958842,135,0
958046,142,0
959591,101,2
960007,117,1
961570,645,1
960734,52,1
961581,30,1
963161,393,0
964756,146,1
965445,133,1
965940,371,0
967172,113,0
968673,672,0
971423,115,0
973343,382,0
975035,156,0
976996,810,0
976991,706,0
978861,347,0
980555,148,0
981212,370,0
982495,666,1
982722,675,1
983894,361,1
984151,285,1
984405,178,1
984652,91,1
984667,801,1
984926,712,1
985199,632,1
984967,15,1
986842,68,1
987145,110,1
987662,736,0
989042,81,1
989342,82,1
990815,718,1
990062,40,2
993508,107,1
994505,727,0
995733,713,0
998093,685,0
999997,87,0
1000000,286,1
999996,493,1
999990,707,1
